Z,X,Y
-84.3296,-23.5408,149.916
-84.4826,-23.4554,149.929
-84.656,-23.4196,150.014
-84.7443,-23.3949,150.193
-84.7911,-23.2538,150.241
-84.8458,-22.9809,150.113
-84.8633,-22.7885,150.042
-84.9458,-22.8438,150.056
-85.1168,-23.0221,150.134
-85.2917,-23.0562,150.308
-85.3978,-22.845,150.473
-85.5155,-22.5305,150.48
-85.743,-22.3547,150.336
-86.0577,-22.4188,150.179
-86.3676,-22.5493,150.149
-86.6382,-22.5058,150.169
-86.8594,-22.2632,150.183
-87.0512,-21.945,150.256
-87.2751,-21.6469,150.369
-87.5764,-21.4633,150.409
-87.9327,-21.4768,150.431
-88.2992,-21.5057,150.512
-88.5273,-21.3125,150.561
-88.5975,-21.0252,150.518
-88.6164,-20.9156,150.431
-88.6814,-21.0524,150.349
-88.7892,-21.2896,150.293
-88.8472,-21.4187,150.253
-88.8242,-21.4777,150.223
-88.7776,-21.5818,150.172
-88.763,-21.6927,150.121
-88.7897,-21.6685,150.086
-88.7655,-21.4589,150.071
-88.6398,-21.2716,150.086
-88.5529,-21.2811,150.105
-88.4938,-21.3534,150.204
-88.3417,-21.3345,150.391
-88.0885,-21.2359,150.639
-87.8824,-21.0862,150.912
-87.8123,-20.9696,151.099
-87.799,-20.8742,151.204
-87.721,-20.6306,151.299
-87.6434,-20.3505,151.329
-87.6586,-20.3131,151.199
-87.7169,-20.4479,150.949
-87.7195,-20.5224,150.762
-87.6845,-20.4049,150.539
-87.6711,-20.1572,150.24
-87.652,-19.929,150.104
-87.6346,-19.835,150.114
-87.6499,-19.8856,150.105
-87.6386,-19.9582,150.112
-87.5478,-19.9939,150.179
-87.4014,-20.0153,150.174
-87.3199,-20.0209,150.05
-87.3589,-19.9409,149.915
-87.4813,-19.7932,149.872
-87.6322,-19.659,149.95
-87.6647,-19.5406,150.047
-87.5954,-19.5062,150.067
-87.6059,-19.6307,150.003
-87.6557,-19.7971,149.965
-87.5892,-19.8985,150.014
-87.4752,-20.0367,150.169
-87.4348,-20.1568,150.241
-87.418,-20.1659,150.188
-87.3629,-20.1771,150.205
-87.3208,-20.2323,150.395
-87.323,-20.1083,150.659
-87.2361,-19.8078,150.804
-87.1829,-19.6917,150.829
-87.2602,-19.681,150.842
-87.1879,-19.5116,150.854
-86.8999,-19.3634,150.824
-86.664,-19.3406,150.762
-86.5024,-19.2588,150.791
-86.3121,-19.1358,150.9
-86.1691,-19.1166,150.907
-86.0356,-19.2431,150.866
-85.785,-19.4469,150.884
-85.4009,-19.5828,150.886
-84.9188,-19.7137,150.855
-84.4458,-19.9395,150.847
-84.1233,-20.0473,150.824
-83.8888,-19.904,150.759
-83.6581,-19.7371,150.744
-83.4295,-19.7517,150.868
-83.2438,-19.8996,151.131
-83.1615,-20.0398,151.368
-83.1457,-20.0823,151.546
-83.1353,-19.983,151.73
-83.137,-19.8942,151.877
-83.1951,-19.9724,151.985
-83.3111,-20.0465,152.081
-83.3406,-20.0298,152.222
-83.22,-20.0142,152.419
-83.0856,-19.9734,152.628
-83.1085,-19.8333,152.817
-83.2129,-19.6133,152.863
-83.218,-19.5486,152.652
-83.2104,-19.723,152.228
-83.2069,-19.8982,151.978
-83.0765,-19.9269,152.076
-82.8285,-19.855,152.301
-82.6261,-19.7047,152.399
-82.5922,-19.5324,152.443
-82.6589,-19.4179,152.492
-82.7875,-19.3255,152.51
-82.9061,-19.1756,152.58
-82.9264,-19.0531,152.727
-82.9581,-19.0616,152.856
-83.0113,-19.0558,152.957
-83.0157,-18.9392,153.063
-83.0303,-18.9127,153.153
-83.1555,-18.9954,153.293
-83.2571,-18.9357,153.453
